Id,Expected
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,1
3005,1
3006,0
3007,1
3008,1
3009,1
3010,0
3011,1
3012,1
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,0
3022,1
3023,0
3024,0
3025,1
3026,0
3027,0
3028,0
3029,0
3030,1
3031,0
3032,0
3033,0
3034,0
3035,1
3036,0
3037,0
3038,0
3039,0
3040,1
3041,1
3042,1
3043,1
3044,0
3045,0
3046,0
3047,0
3048,1
3049,0
3050,1
3051,1
3052,0
3053,1
3054,0
3055,0
3056,1
3057,0
3058,0
3059,1
3060,0
3061,0
3062,1
3063,1
3064,1
3065,0
3066,1
3067,0
3068,1
3069,1
3070,1
3071,0
3072,0
3073,1
3074,0
3075,0
3076,0
3077,0
3078,0
3079,1
3080,0
3081,1
3082,1
3083,1
3084,1
3085,0
3086,0
3087,0
3088,1
3089,1
3090,0
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,1
3098,0
3099,1
3100,1
3101,0
3102,0
3103,0
3104,1
3105,0
3106,0
3107,0
3108,1
3109,0
3110,1
3111,0
3112,0
3113,1
3114,1
3115,0
3116,1
3117,1
3118,1
3119,1
3120,0
3121,1
3122,0
3123,1
3124,0
3125,0
3126,0
3127,0
3128,0
3129,1
3130,1
3131,0
3132,1
3133,0
3134,1
3135,1
3136,1
3137,0
3138,0
3139,0
3140,1
3141,1
3142,0
3143,0
3144,0
3145,0
3146,0
3147,1
3148,0
3149,1
3150,0
3151,0
3152,0
3153,0
3154,1
3155,1
3156,0
3157,0
3158,1
3159,0
3160,1
3161,0
3162,0
3163,0
3164,0
3165,1
3166,1
3167,1
3168,1
3169,0
3170,1
3171,0
3172,1
3173,1
3174,0
3175,0
3176,0
3177,1
3178,1
3179,0
3180,0
3181,0
3182,1
3183,0
3184,0
3185,0
3186,0
3187,1
3188,1
3189,0
3190,1
3191,1
3192,1
3193,1
3194,0
3195,0
3196,1
3197,0
3198,1
3199,0
3200,0
3201,1
3202,0
3203,1
3204,0
3205,0
3206,1
3207,1
3208,0
3209,0
3210,1
3211,1
3212,0
3213,0
3214,0
3215,0
3216,1
3217,1
3218,1
3219,0
3220,0
3221,0
3222,0
3223,0
3224,0
3225,0
3226,1
3227,0
3228,1
3229,1
3230,0
3231,1
3232,1
3233,0
3234,1
3235,0
3236,1
3237,0
3238,1
3239,1
3240,0
3241,0
3242,1
3243,0
3244,0
3245,1
3246,1
3247,1
3248,1
3249,0
3250,0
3251,0
3252,0
3253,1
3254,1
3255,0
3256,1
3257,1
3258,1
3259,1
3260,0
3261,1
3262,1
3263,0
3264,0
3265,1
3266,0
3267,0
3268,0
3269,0
3270,0
3271,1
3272,0
3273,1
3274,0
3275,0
3276,1
3277,0
3278,0
3279,0
3280,1
3281,1
3282,1
3283,0
3284,0
3285,0
3286,1
3287,0
3288,1
3289,0
3290,1
3291,0
3292,0
3293,1
3294,1
3295,0
3296,1
3297,0
3298,0
3299,1
3300,0
3301,1
3302,1
3303,1
3304,0
3305,0
3306,1
3307,1
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,1
3317,0
3318,0
3319,0
3320,0
3321,1
3322,1
3323,1
3324,0
3325,1
3326,1
3327,0
3328,0
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3335,1
3336,0
3337,1
3338,0
3339,1
3340,0
3341,0
3342,1
3343,0
3344,1
3345,0
3346,1
3347,0
3348,0
3349,0
3350,0
3351,0
3352,0
3353,1
3354,0
3355,1
3356,1
3357,1
3358,0
3359,0
3360,0
3361,1
3362,1
3363,1
3364,0
3365,1
3366,1
3367,0
3368,0
3369,0
3370,0
3371,0
3372,1
3373,1
3374,0
3375,1
3376,1
3377,0
3378,1
3379,0
3380,0
3381,1
3382,0
3383,1
3384,0
3385,1
3386,0
3387,0
3388,1
3389,0
3390,1
3391,0
3392,1
3393,0
3394,1
3395,1
3396,0
3397,0
3398,1
3399,0
3400,1
3401,0
3402,1
3403,1
3404,1
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,1
3413,1
3414,0
3415,1
3416,0
3417,0
3418,0
3419,1
3420,0
3421,1
3422,0
3423,1
3424,1
3425,1
3426,0
3427,0
3428,0
3429,0
3430,0
3431,0
3432,1
3433,0
3434,1
3435,1
3436,0
3437,1
3438,1
3439,0
3440,0
3441,1
3442,0
3443,0
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,0
3451,1
3452,0
3453,0
3454,0
3455,1
3456,1
3457,0
3458,1
3459,0
3460,0
3461,1
3462,0
3463,1
3464,1
3465,0
3466,0
3467,0
3468,0
3469,1
3470,1
3471,1
3472,1
3473,0
3474,0
3475,0
3476,1
3477,1
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,1
3485,0
3486,0
3487,1
3488,1
3489,0
3490,1
3491,1
3492,0
3493,1
3494,0
3495,1
3496,1
3497,1
3498,0
3499,0
3500,0
3501,1
3502,1
3503,0
3504,1
3505,1
3506,1
3507,1
3508,1
3509,1
3510,1
3511,0
3512,1
3513,0
3514,0
3515,0
3516,0
3517,0
3518,0
3519,0
3520,1
3521,0
3522,1
3523,0
3524,1
3525,0
3526,1
3527,1
3528,0
3529,0
3530,0
3531,1
3532,1
3533,0
3534,0
3535,1
3536,1
3537,1
3538,1
3539,0
3540,1
3541,1
3542,0
3543,0
3544,0
3545,1
3546,0
3547,1
3548,1
3549,0
3550,1
3551,1
3552,0
3553,0
3554,1
3555,1
3556,1
3557,0
3558,1
3559,0
3560,0
3561,0
3562,0
3563,1
3564,0
3565,1
3566,0
3567,1
3568,0
3569,1
3570,1
3571,0
3572,1
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,1
3583,0
3584,1
3585,0
3586,1
3587,0
3588,0
3589,0
3590,0
3591,0
3592,1
3593,1
3594,1
3595,0
3596,0
3597,0
3598,1
3599,0
3600,0
3601,0
3602,1
3603,0
3604,1
3605,0
3606,0
3607,0
3608,1
3609,0
3610,1
3611,1
3612,0
3613,1
3614,0
3615,1
3616,0
3617,0
3618,0
3619,1
3620,0
3621,0
3622,1
3623,1
3624,1
3625,1
3626,1
3627,0
3628,0
3629,0
3630,1
3631,0
3632,0
3633,0
3634,0
3635,0
3636,1
3637,1
3638,1
3639,0
3640,1
3641,0
3642,1
3643,0
3644,0
3645,0
3646,1
3647,0
3648,0
3649,0
3650,0
3651,1
3652,0
3653,0
3654,1
3655,0
3656,1
3657,0
3658,0
3659,0
3660,1
3661,1
3662,0
3663,0
3664,1
3665,1
3666,0
3667,1
3668,1
3669,1
3670,1
3671,0
3672,1
3673,0
3674,1
3675,1
3676,1
3677,0
3678,1
3679,0
