crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,Id
0.10959,0.0,11.93,0,0.573,6.794,89.3,2.3889,1,273.0,21.0,393.45,6.48,254
9.82349,0.0,18.1,0,0.6709999999999999,6.794,98.8,1.358,24,666.0,20.2,396.9,21.24,255
9.96654,0.0,18.1,0,0.74,6.485,100.0,1.9784,24,666.0,20.2,386.73,18.85,256
0.82526,20.0,3.97,0,0.647,7.327000000000001,94.5,2.0788,5,264.0,13.0,393.42,11.25,257
0.12083,0.0,2.89,0,0.445,8.068999999999999,76.0,3.4952,2,276.0,18.0,396.9,4.21,258
14.3337,0.0,18.1,0,0.7,4.88,100.0,1.5895,24,666.0,20.2,372.92,30.62,259
0.15086,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711.0,20.1,395.09,18.06,260
0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1,335.0,19.7,389.85,5.89,261
0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224.0,20.2,389.71,5.68,262
0.77299,0.0,8.14,0,0.5379999999999999,6.495,94.4,4.4547,4,307.0,21.0,387.94,12.8,263
0.04741,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273.0,21.0,396.9,7.88,264
0.21161,0.0,8.56,0,0.52,6.1370000000000005,87.4,2.7147,5,384.0,20.9,394.47,13.44,265
6.71772,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666.0,20.2,0.32,17.44,266
4.26131,0.0,18.1,0,0.77,6.112,81.3,2.5091,24,666.0,20.2,390.74,12.67,267
13.5222,0.0,18.1,0,0.631,3.863,100.0,1.5106,24,666.0,20.2,131.42,13.33,268
3.32105,0.0,19.58,1,0.871,5.403,100.0,1.3216,5,403.0,14.7,396.9,26.82,269
6.39312,0.0,18.1,0,0.584,6.162000000000001,97.4,2.206,24,666.0,20.2,302.76,24.1,270
0.08829,12.5,7.87,0,0.524,6.0120000000000005,66.6,5.5605,5,311.0,15.2,395.6,12.43,271
0.056020000000000014,0.0,2.46,0,0.488,7.831,53.6,3.1992,3,193.0,17.8,392.63,4.45,272
0.52693,0.0,6.2,0,0.504,8.725,83.0,2.8944,8,307.0,17.4,382.0,4.63,273
24.3938,0.0,18.1,0,0.7,4.652,100.0,1.4672,24,666.0,20.2,396.9,28.28,274
0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358.0,14.8,390.86,6.07,275
22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666.0,20.2,396.9,31.99,276
0.08199,0.0,13.92,0,0.43700000000000006,6.0089999999999995,42.3,5.5027,4,289.0,16.0,396.9,10.4,277
0.13117,0.0,8.56,0,0.52,6.127000000000001,85.2,2.1224,5,384.0,20.9,387.69,14.09,278
0.035480000000000005,80.0,3.64,0,0.392,5.876,19.1,9.2203,1,315.0,16.4,395.18,9.25,279
22.0511,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666.0,20.2,391.45,22.11,280
9.92485,0.0,18.1,0,0.74,6.251,96.6,2.198,24,666.0,20.2,388.52,16.44,281
0.06466000000000001,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358.0,14.8,368.24,4.97,282
0.12269,0.0,6.91,0,0.44799999999999995,6.069,40.0,5.7209,3,233.0,17.9,389.39,9.55,283
1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403.0,14.7,388.45,3.32,284
11.9511,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666.0,20.2,332.09,12.13,285
4.4222800000000015,0.0,18.1,0,0.584,6.002999999999999,94.5,2.5403,24,666.0,20.2,331.29,21.32,286
4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666.0,20.2,388.22,11.45,287
5.44114,0.0,18.1,0,0.713,6.655,98.2,2.3552,24,666.0,20.2,355.29,17.73,288
4.668830000000002,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666.0,20.2,10.48,19.01,289
0.04301,80.0,1.91,0,0.413,5.662999999999999,21.9,10.5857,4,334.0,22.0,382.8,8.05,290
1.2324700000000002,0.0,8.14,0,0.5379999999999999,6.142,91.7,3.9769,4,307.0,21.0,396.9,18.72,291
8.20058,0.0,18.1,0,0.713,5.936,80.3,2.7792,24,666.0,20.2,3.5,16.94,292
4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24,666.0,20.2,353.04,14.64,293
0.06617,0.0,3.24,0,0.46,5.867999999999999,25.8,5.2146,4,430.0,16.9,382.44,9.97,294
0.16902,0.0,25.65,0,0.581,5.986000000000001,88.4,1.9929,2,188.0,19.1,385.02,14.81,295
0.19133,22.0,5.86,0,0.431,5.605,70.2,7.9549,7,330.0,19.1,389.13,18.46,296
2.36862,0.0,19.58,0,0.871,4.926,95.7,1.4608,5,403.0,14.7,391.71,29.53,297
15.5757,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666.0,20.2,368.74,18.13,298
0.08664,45.0,3.44,0,0.43700000000000006,7.178,26.3,6.4798,5,398.0,15.2,390.49,2.87,299
0.01709,90.0,2.02,0,0.41,6.728,36.1,12.1265,5,187.0,17.0,384.46,4.5,300
0.09065,20.0,6.96,1,0.46399999999999997,5.92,61.5,3.9175,3,223.0,18.6,391.34,13.65,301
1.46336,0.0,19.58,0,0.605,7.489,90.8,1.9709,5,403.0,14.7,374.43,1.73,302
0.07875,45.0,3.44,0,0.43700000000000006,6.782,41.1,3.7886,5,398.0,15.2,393.87,6.68,303
0.21124,12.5,7.87,0,0.524,5.631,100.0,6.0821,5,311.0,15.2,386.63,29.93,304
0.66351,20.0,3.97,0,0.647,7.332999999999999,100.0,1.8946,5,264.0,13.0,383.29,7.79,305
13.6781,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666.0,20.2,68.95,34.02,306
0.06724,0.0,3.24,0,0.46,6.332999999999999,17.2,5.2146,4,430.0,16.9,375.21,7.34,307
4.34879,0.0,18.1,0,0.58,6.167000000000001,84.0,3.0334,24,666.0,20.2,396.9,16.29,308
0.15875999999999998,0.0,10.81,0,0.413,5.961,17.5,5.2873,4,305.0,19.2,376.94,9.88,309
8.98296,0.0,18.1,1,0.77,6.212000000000001,97.4,2.1222,24,666.0,20.2,377.73,17.6,310
8.792119999999999,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666.0,20.2,3.65,17.16,311
0.07151,0.0,4.49,0,0.449,6.121,56.8,3.7476,3,247.0,18.5,395.15,8.44,312
0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1,315.0,16.4,392.89,6.57,313
0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4,304.0,18.4,396.24,9.97,314
0.08308,0.0,2.46,0,0.488,5.604,89.8,2.9879,3,193.0,17.8,391.0,13.98,315
0.36894,22.0,5.86,0,0.431,8.259,8.4,8.9067,7,330.0,19.1,396.9,3.54,316
0.37578,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277.0,18.6,395.24,23.98,317
8.71675,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666.0,20.2,391.98,17.12,318
0.7904100000000001,0.0,9.9,0,0.544,6.122000000000001,52.8,2.6403,4,304.0,18.4,396.9,5.98,319
0.12757000000000002,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300.0,16.6,374.71,5.19,320
5.82115,0.0,18.1,0,0.713,6.513,89.9,2.8016,24,666.0,20.2,393.82,10.29,321
0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4,254.0,17.6,389.25,6.05,322
6.2880699999999985,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666.0,20.2,318.01,17.79,323
0.10153,0.0,12.83,0,0.43700000000000006,6.279,74.5,4.0522,5,398.0,18.7,373.66,11.97,324
0.06417,0.0,5.96,0,0.499,5.933,68.2,3.3603,5,279.0,19.2,396.9,9.68,325
0.44791,0.0,6.2,1,0.507,6.726,66.5,3.6519,8,307.0,17.4,360.2,8.05,326
3.56868,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666.0,20.2,393.37,14.36,327
0.054970000000000005,0.0,5.19,0,0.515,5.985,45.4,4.8122,5,224.0,20.2,396.9,9.74,328
4.812130000000002,0.0,18.1,0,0.713,6.7010000000000005,90.0,2.5975,24,666.0,20.2,255.23,16.42,329
0.7857,20.0,3.97,0,0.647,7.013999999999999,84.6,2.1329,5,264.0,13.0,384.07,14.79,330
18.811,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666.0,20.2,28.79,34.37,331
0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391.0,19.2,396.9,13.59,332
0.25199,0.0,10.59,0,0.489,5.7829999999999995,72.7,4.3549,4,277.0,18.6,389.43,18.06,333
20.0849,0.0,18.1,0,0.7,4.368,91.2,1.4395,24,666.0,20.2,285.83,30.63,334
7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666.0,20.2,396.9,24.56,335
0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287.0,19.6,396.9,7.7,336
0.6379600000000001,0.0,8.14,0,0.5379999999999999,6.096,84.5,4.4619,4,307.0,21.0,380.02,10.26,337
0.14866,0.0,8.56,0,0.52,6.727,79.9,2.7778,5,384.0,20.9,394.76,9.42,338
0.03049,55.0,3.78,0,0.484,6.874,28.1,6.4654,5,370.0,17.6,387.97,4.61,339
0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330.0,19.1,374.71,9.52,340
0.03961,0.0,5.19,0,0.515,6.037000000000001,34.5,5.9853,5,224.0,20.2,396.9,8.01,341
0.07886,80.0,4.95,0,0.41100000000000003,7.148,27.7,5.1167,4,245.0,19.2,396.9,3.56,342
0.05735,0.0,4.49,0,0.449,6.63,56.1,4.4377,3,247.0,18.5,392.3,6.53,343
0.14932,25.0,5.13,0,0.45299999999999996,5.7410000000000005,66.2,7.2254,8,284.0,19.7,395.11,13.15,344
10.8342,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666.0,20.2,21.57,25.79,345
0.40202,0.0,9.9,0,0.544,6.382000000000001,67.2,3.5325,4,304.0,18.4,395.21,10.36,346
0.06127000000000001,40.0,6.41,1,0.447,6.8260000000000005,27.6,4.8628,4,254.0,17.6,393.45,4.16,347
0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277.0,18.6,385.81,9.38,348
0.03659,25.0,4.86,0,0.426,6.3020000000000005,32.2,5.4007,4,281.0,19.0,396.9,6.72,349
0.26363000000000003,0.0,8.56,0,0.52,6.229,91.2,2.5451,5,384.0,20.9,391.23,15.55,350
8.24809,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666.0,20.2,375.87,16.74,351
0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264.0,13.0,384.54,7.44,352
0.03445,82.5,2.03,0,0.415,6.162000000000001,38.4,6.27,2,348.0,14.7,393.77,7.43,353
0.11069,0.0,13.89,1,0.55,5.9510000000000005,93.8,2.8893,5,276.0,16.4,396.9,17.92,354
0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7,330.0,19.1,376.14,10.15,355
0.1265,25.0,5.13,0,0.45299999999999996,6.7620000000000005,43.4,7.9809,8,284.0,19.7,395.58,9.5,356
0.0578,0.0,2.46,0,0.488,6.98,58.4,2.8289999999999997,3,193.0,17.8,396.9,5.04,357
0.0456,0.0,13.89,1,0.55,5.888,56.0,3.1121,5,276.0,16.4,392.8,13.51,358
0.06899,0.0,25.65,0,0.581,5.87,69.7,2.2577,2,188.0,19.1,389.15,14.37,359
0.08447,0.0,4.05,0,0.51,5.859,68.7,2.7019,5,296.0,16.6,393.23,9.64,360
0.44178,0.0,6.2,0,0.504,6.5520000000000005,21.4,3.3751,8,307.0,17.4,380.34,3.76,361
0.22876,0.0,8.56,0,0.52,6.405,85.4,2.7147,5,384.0,20.9,70.8,10.63,362
0.24103,0.0,7.38,0,0.493,6.082999999999999,43.7,5.4159,5,287.0,19.6,396.9,12.79,363
0.22927,0.0,6.91,0,0.44799999999999995,6.03,85.5,5.6894,3,233.0,17.9,392.74,18.8,364
0.3692,0.0,9.9,0,0.544,6.567,87.3,3.6023,4,304.0,18.4,395.69,9.28,365
0.12744,0.0,6.91,0,0.44799999999999995,6.77,2.9,5.7209,3,233.0,17.9,385.41,4.84,366
0.61154,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264.0,13.0,389.7,5.12,367
0.12816,12.5,6.07,0,0.409,5.885,33.0,6.497999999999999,4,345.0,18.9,396.9,8.79,368
2.924,0.0,19.58,0,0.605,6.101,93.0,2.2834,5,403.0,14.7,240.16,9.81,369
3.4742800000000003,0.0,18.1,1,0.718,8.78,82.9,1.9047,24,666.0,20.2,354.55,5.29,370
0.0136,75.0,4.0,0,0.41,5.888,47.6,7.3197,3,469.0,21.1,396.9,14.8,371
0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296.0,16.6,396.9,14.69,372
0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216.0,14.9,377.07,3.01,373
0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329.0,16.1,390.43,4.86,374
0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307.0,17.4,378.35,11.65,375
0.04932,33.0,2.18,0,0.47200000000000003,6.849,70.3,3.1827,7,222.0,18.4,396.9,7.53,376
0.38214,0.0,6.2,0,0.504,8.04,86.5,3.2157,8,307.0,17.4,387.38,3.13,377
0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293.0,16.6,396.9,7.14,378
0.34109,0.0,7.38,0,0.493,6.415,40.1,4.7211,5,287.0,19.6,396.9,6.12,379
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348.0,14.7,395.38,3.11,380
0.06588,0.0,2.46,0,0.488,7.765,83.3,2.741,3,193.0,17.8,395.56,7.56,381
5.58107,0.0,18.1,0,0.713,6.436,87.9,2.3158,24,666.0,20.2,100.19,16.22,382
0.80271,0.0,8.14,0,0.5379999999999999,5.456,36.6,3.7965,4,307.0,21.0,288.99,11.69,383
0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5,224.0,20.2,396.14,8.51,384
0.22188,20.0,6.96,1,0.46399999999999997,7.691,51.8,4.3665,3,223.0,18.6,390.77,6.58,385
0.14476,0.0,10.01,0,0.547,5.731,65.2,2.7592,6,432.0,17.8,391.5,13.61,386
0.05479,33.0,2.18,0,0.47200000000000003,6.6160000000000005,58.1,3.37,7,222.0,18.4,393.36,8.93,387
14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666.0,20.2,383.32,13.11,388
0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391.0,19.2,396.9,14.33,389
0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216.0,14.9,387.31,3.76,390
0.06211000000000001,40.0,1.25,0,0.429,6.49,44.4,8.7921,1,335.0,19.7,396.9,5.98,391
2.15505,0.0,19.58,0,0.871,5.627999999999999,100.0,1.5166,5,403.0,14.7,169.27,16.65,392
0.05372,0.0,13.92,0,0.43700000000000006,6.5489999999999995,51.0,5.9604,4,289.0,16.0,392.85,7.39,393
0.03113,0.0,4.39,0,0.442,6.013999999999999,48.5,8.0136,3,352.0,18.8,385.64,10.53,394
0.41238,0.0,6.2,0,0.504,7.162999999999999,79.9,3.2157,8,307.0,17.4,372.08,6.36,395
0.62976,0.0,8.14,0,0.5379999999999999,5.949,61.8,4.7075,4,307.0,21.0,396.9,8.26,396
2.44953,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403.0,14.7,330.04,11.32,397
0.06888,0.0,2.46,0,0.488,6.144,62.2,2.5979,3,193.0,17.8,396.9,9.45,398
0.0536,21.0,5.64,0,0.439,6.511,21.1,6.8147,4,243.0,16.8,396.9,5.28,399
0.17171,25.0,5.13,0,0.45299999999999996,5.966,93.4,6.8185,8,284.0,19.7,378.08,14.44,400
1.27346,0.0,19.58,1,0.605,6.25,92.6,1.7984,5,403.0,14.7,338.92,5.5,401
0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351.0,17.9,392.43,6.36,402
6.44405,0.0,18.1,0,0.584,6.425,74.8,2.2004,24,666.0,20.2,97.95,12.03,403
